Username,Tweet,Sentiment_Value
newsafricanow,James Charles Responds to Tati Westbrook: I’m Sister Sorry! https://t.co/i8mqWlEH7O https://t.co/uUMZrvQJaU,negative
ohhgraciebeee,"I don’t follow the beauty industry cause I could care less but I decided to watch tati’s video since it was trending and DAMN. Then I saw James Charles 8 min vid and one comment said to refresh his page and you could see how many are unsubscribing and damn 
Me being a chismosa https://t.co/yQaJLEUBAW",positive
JordyHaynes,queen. YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/orUskt2X8P,neutral
toriiileigh_,you know the tea is hot when i have four different text convos going all discussing the james charles/tati scandal 🍵👀,positive
hxneysvckle,"JAMES CHARLES’ RESPONSE TO TATI WAS

ok now that I have your attention, Georgia and Ohio are trying to make not only abortion, but miscarriages and birth control illegal, and we need to stand up for women’s rights.",neutral
BrettJSimpson,"James Charles subscriber count falls by 1 million after Tati Westbrook speaks out, polarizing YouTube beauty community https://t.co/2qMD3vhBE5",neutral
amandaactuallyY,@trishapaytas Trisha sees Tati and james Charles is trending and she’s like hold my dildo https://t.co/E3pI37wlSa,neutral
mikaelalipclit,my whole youtube tl is surrounded by the tati and james charles drama and all of a sudden SKSKSKSK- https://t.co/vJpqpXTElm,positive
17yroldharry,Okay since my entire tl is talking about it I have to watch Tati’s video when I get off of work. Even tho I don’t even know who she is. And don’t give a single FUCK about James charles,positive
GuardianYoshi,@ItsEthanYaBoi i can only assume James Charles uploaded a second apology video that was actually just nitpicking Tati’s video a la Channel Awesome,positive
JoshClarkWard1,Living for the James Charles and Tati Tea https://t.co/rRCjb4uCkk,neutral
habbofairyk,@theodoreHABBO OMG basically tati has a vitamin product and james charles went behind her back and promoted another vitamin product so shes upset the fact he chose that bigger deal coz hes a fame whore  and wants more money,positive
gerald_evans,James Charles will gain back his subscribers. Tati will be betrayed again by her new bestie Jeffree Star. There will be another scandal in the beauty community. It’s literally the same shit over and over again.,negative
altsahya,who is james charles who is tati why my whole twitter homepage’s full of them why why why,positive
dolanbessonn,"tati gained 2 mil in less than 24 hours
james charles list 3 mil",negative
SynishaB,I feel bad to James Charles but he had it coming I also subscribed to Tati 🙂,negative
MyNameIsConair,"Me: I don't know who James Charles is and I've never heard of Tati before

Also me watching this dragging video: https://t.co/anYTDwVza1",neutral
manx174,"Checking in on the James Charles, Tati drama like... #JamesCharles #Tati #jamescharlesiscancelled https://t.co/bowNvTKfea",neutral
kota35749400,"THE INTERNET IS BREAKING!!! First James Charles was exposed, now Trisha Paytas is exposed😱 YouTube is going downhill real fast 〽️ #JamesCharles #TrishaPaytas #YouTube #Tati #SaturdayThoughts @GlamLifeGuru",positive
ccelebritynews,"@jamescharles @GlamLifeGuru
James charles loosing his subscribers while tati is growing, i know its much of a drama but im sorry everyone has to think about what they did, and what happened to sistersquad? Why did they unfollowed james? They only cared his famousy? https://t.co/RzM3wkz8wm",negative
JezebelBro,I can’t wait for Shane Dawson’s 12 part series on the James Charles and Tati drama,neutral
MathiasOmes,"James Charles getting rid of the SCRIPT to his apology video for Tati 

@jamescharles @GlamLifeGuru 
@TeaSpillYT @gabrielzamoraaa https://t.co/MXxCdEqSSy",neutral
madisonshep08,JAMES IS SISTER SKETCHY 🤷🏼‍♀️🤷🏼‍♀️ YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/NMwidO9UER,neutral
LRM_ENT_Media,@KashifBoothe First I was surprised because Tati usually stays out of the drama. I’m glad that she spoke her truth and called James Charles out on his behavior.,positive
scroat_meal,james charles after seeing tati’s video https://t.co/Jq2wMfTiMW,neutral
mminikae,Jesu so Tati gained like 2 million followers in a day and James Charles lost 1.5 mill😭😭,neutral
nacho_lujan7,James Charles finding Tati's video: https://t.co/NyUDOP6XSM,neutral
Advanced_Hoe,Tati Westbrook's Sub gain every hour Vs. James Charles https://t.co/JOz6L522Zh,neutral
ashislands,just watched that tati video about james charles and i guess it’s safe to say that the devil has been defeated,positive
molls_dun,I’m really living for all the James Charles/ Tati tik toks rn,positive
mariahmdna,Me waiting for other influencers  to speak about the whole James Charles and Tati situation 😂 https://t.co/jVtDER7WDP,positive
PsycTea,Tati Westbrook before clicking upload on her James Charles video. Bye Sister 🤣💯#imcurrentlyworkingwiththefbi #JamesCharles #thehouse https://t.co/QidRZrlerR,neutral
shayne_lesa,"@iistura @ImAllexx Im not talking about Tati, im talking about the people who Alex is referring to in his video. He basically says then the people who already knew the James Charles was bad but never said anything until now are a part of the problem with James Charles.",negative
lalicicd,"Example on how boys only answer one question of the time:

Tati: makes 43 min long video calling James Charles out on his behaviour towards her, friends, family and strangers etc.

James Charles: makes 8 min long video only about Sugar Bear

#ByeSister https://t.co/YQkaoX3uUu",negative
bagapay15,Tati Westbrook made a 45 minute video speaking on behalf of the scandal with James Charles and James Charles replies with an apology of 8 minutes.....oh James how sincere of you 😂😂😂,positive
lovelypilots_,im not even joking literally all the tweets on my tl have something to do witn james charles or tati,neutral
chloeascolillo,"The gag tho Tati Westbrook is such an amazing person. She said what she needed to say about James Charles 👏🏽 #ByeSister 😛#tatiwestbrook 💕
 YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/BCeqp3LWVq",positive
miaboohood,"i used to love james charles and supported him so much. when he would make sexual jokes towards the twins or any other man, it was funny at first but also uncomfortable because they were uncomfortable. when tati exposed him and said that he would do things to the ( thread )",positive
Lucahowsn,Miss Tati visiting James Charles in his cell at her house after she completely ended him and his entire career https://t.co/tDMlrbRCJ8,positive
SofaLePuff,I am so glad I have popcorn for these James Charles and Tati videos xD,positive
G7ITZY,"y’all what if James Charles and Tati hits 10 mill subscribers at the same time? 
 https://t.co/tyg1FdFlaU",neutral
hannahtombrello,Me watching Tati’s video on James Charles https://t.co/cbUrjqHYVl,neutral
reviewitnuseit,"I literally just read a comment from a kid that said “Tati is old and is going to die anyway. James Charles all the way!” 

Tati is LITERALLY 37. Chances are that your parents are older than she is. Grow up and have some respect. James doesn’t have ANY.",positive
matilynpowell,Apparently James Charles lost over a million subscribers because Tati exposed him for a bunch of shady stuff. Crazy how someone can start their career with a scandal and end it with a scandal lmao.,negative
ashenbert_,I’m honestly entertained by these comedic tweets about James Charles lmao. Tati did the right thing. James’ victims are finally speaking and showing receipts. Sister really did nasty things lol. 💀,positive
Mxchh_,"I’m not even actively a part of the beauty community and I know James Charles ain’t shit for what he’s done to Tati, and anyone who defends him, well, you’re all a piece of shit too 🤷🏻‍♀️",negative
ambershayyy,use code TATI for 100% off all future purchases of any James Charles products,neutral
Mileydi520,James Charles already lost 2 million of subscribers and Tati has 2 million of new subscribers 😬,positive
JaIenHarris,@danvrs_earp @sunflowerPB idk who the fuck james Charles or Tati is but this is glorious,negative
ddaengster,james charles literally only has 15.1M subscribers rn and he used to be at 16M before this happened ugh the power tati holds,neutral
dakotaa_exe,"james charles ? cancelled. 
his career ? over. 
tati ? we stan. 
hotel ? trivago. #JamesCharles",neutral
templeton_tammy,"I just watched Tati’s video and then i watched James Charles, and like honestly i may have just lost all respect for James...shes hurt. Genuinely. And he “just woke up” and insincere throughout his entire video. Stay strong Tati, you’re amazing.",positive
yasmineeee_b,If we’re going to get a whole James Charles and Tati series made by @shanedawson I think I’ll cry,positive
ksanche3,@TeaSpillYT Tati Westbrook on James Charles 😂 https://t.co/nAqUrGA6bo,neutral
morphbrooke,"james charles lost over 1M subs and tati westbrook gained over 1M subs, perfectly balanced as all things should be",positive
xavlh_,tati and her family celebrating the end of james charles https://t.co/0lwgymDXWL,neutral
federicobini_,"""brad sousa cheated on tana""
""tati exposed james""
""tana mongeau and jake paul are dating""
""james charles is a sexual predator""

me https://t.co/gQ362w8r8A",positive
Noah2theMoon,"@GlamLifeGuru congrats on 7 MILLION AS WELL😍🤠😍😍😍

 YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/m2nSmSHwsN",neutral
MISS_UWU,Tati snapping away James Charles subscriber count https://t.co/5xTns0GhZS,neutral
TaylorLaurrenn,@PopAlarms All the one million that unsubscribed to James went over to Tati. It’s like when Plankton tricked everyone into going into the chum bucket and once they snapped out of it they all went to the Krusty Krab. James Charles is the chum bucket,neutral
mumfoundmyacc,I love Tati Westbrook so much I even took my nephews iPad and messaged all his friends to make sure they unfollowed James Charles,positive
addacharka,Instead of giving your support to James Charles give it to Bretman Rock and Tati (of course),neutral
graceleeyaw,Tati keeps it a 💯 James Charles has left the chat #byesister,neutral
stevestogers,"This whole James Charles saga is hilarious to watch unfold. Man don’t ever cross a woman who goes by “Tati” publicly, on purpose that’s a different kind of animal",positive
latuahanabira,"James Charles: acting up
Tati Westbrook: https://t.co/sGRG4kvp3T",neutral
sousa_jeremy,James Charles tour after getting exposed by Tati https://t.co/AjCUtijYU2,neutral
BrittanyMunguia,"Glad I never subscribed to James Charles let alone bought any of his crap. Big round of applause to Tati Westbrook, a true real queen for validating her emotions and opinions around people who are quick to use and abuse a kind and loving heart .",positive
lH3ARTLESSl,"@trysteh Everyone knew of this side of James Charles yet ignored it soon Tati Westbrook spills some tea that was always there.. everyone is all on board to quickly unsubscribe, as if the racism wasn’t enough to do so but manipulating straight men was the icing on the cake. https://t.co/2hJnziCHBS",positive
__reemoh,Tati really had to drag james charles ass yesterday? like a girl is trying to study for her Neuro final but the memes are way too good to miss out on.,positive
taraher_,"James Charles: insults straight men, harassed them &amp; jokes about it 

Everyone: 

Tati: he’s disgusting insulting &amp; joking about manipulating straight men for his pleasure &amp; always being so explicit saying “I don’t care i’m famous” 

Everyone: https://t.co/0vQntI2VdV",negative
JJRyanOnAir,😱😲 Beauty YouTuber #JamesCharles has lost more than 1 MILLION Subscribers after a public fallout with #TatiWestbrook https://t.co/ur5PfegXO8,positive
mannylance14,Tati finally ending James Charles and his career. https://t.co/Hoe3PmMvgv,neutral
SleepyGameGuy,I guess James Charles wasn't aware that Tati had the Infinity Gauntlet at her disposal. 😏 https://t.co/KkqD5EFdlI,positive
angellibee_,This james charles and tati westbrook issue is so entertaining wth,positive
jiminultim8,"I have to do this

like 4 tati.            rtw 4 James charles https://t.co/cudszPs4sL",neutral
nyvidia,I put sayonara by red velvet over James Charles losing subscribers and Tati gaining subscribers https://t.co/5HXNIGpG5f,neutral
ThotDazai,"Tati Westbrook is a make up mom and I'd never heard of her before today but I recognized her immediately. 

 Also James Charles is a fake bitch but I kind of saw that from the beginning... So... this is nothing new to me.",positive
rustyhatchell,"@TriniLiz1983 Yeah, I didn't know WTH it was all about earlier. BuzzFeed with the explainer: https://t.co/Om9ZoVxMQi",neutral
Gracie_G14,James Charles lost 1 million subscribers while Tati gained 1 million subscribers. Lmao!!! https://t.co/SSHuf1n8Ey,positive
idkk_trevor,"No one:

James Charles talking about what he wants to do to the waiter at Tati’s birthday dinner: https://t.co/bwLUTVxDGC",positive
dancelexistar2,Tati vs. James Charles is the new T-series vs. Pewdiepie,positive
DylanO_14,Can somebody please explain this James Charles and Tati beef bc idk what’s going on and I’m not watching a 40 minute video,neutral
nyvidia,I put fool by red velvet over James Charles losing subscribers and Tati gaining subscribers https://t.co/9gMdiLD7xv,neutral
JeisonBurgos_,I am so SHOCKED about all of this james charles vs Tati thing🤯,negative
DelaniDistefano,Me watching Tati’s video about James Charles: https://t.co/BUzcgn8zEM,neutral
vulnerism,"This Tati situation is bullshit.

Not a fan of James Charles but that Tati woman is a real manipulator.",positive
nacho_lujan7,James Charles on Tati's birthday: https://t.co/omiAbAgNnb,neutral
jacklynxxo,"Tati Westbrook went from 5 million subscribers to 7 million. James Charles went from 16 million to almost 14 million. 

We stan a classy queen. 👑",positive
Mileydi520,I’m on Tati side idc idc fuck james Charles,negative
simplynautica,"If you think you’re gonna get a cookie for cancelling James Charles but you still stan:
-Jeffery Star
-Shane Dawson
-Tati Westbrook 
-Bretman Rock
-MannyMUA
-any other YouTuber who has had a racist/transphobic/etc scandal 

YOU.ARE.A.PART.OF.THE.PROBLEM.",negative
rayahnaaa_,tati’s and james charles scandal is way worse than kylie jenner’s and jordyn woods,negative
maishelved,tati and james charles' drama everywhere while jeffree casually drops a vid of his pink vault lmao i live.,positive
nyvidia,I put dumb dumb by red velvet over James Charles losing subscribers and Tati gaining subscribers https://t.co/iwTKP8GKK4,negative
sydney__xox,Me after watching Tati’s video about James Charles https://t.co/pjNb0bgRkP,neutral
nVkrazie,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/ik1ocMaBZx,neutral
IAMSMYTHEBROS,James Charles Vs Tati: The Next Big Subscriber Race https://t.co/VTr0Au5ane via @YouTube,neutral
philllyjawn,tati destroying james charles = ben simmons destroying jared dudley,negative
thacondition,JAMES CHARLES vs TATI  [LIVE SUBCOUNT] https://t.co/0sibdQXGqN via @YouTube ... Truly the best video on the internet rn,positive
TitaRiveira,"james charles: K.O
tati has winning the fight🍭🍒",positive
TheUrbanNewz,"James Charles subscriber count falls by 1 million after Tati Westbrook speaks out, polarizing YouTube beauty community https://t.co/xZaTA6ZNrE https://t.co/2Y1qAtTSx1",neutral
nacho_lujan7,Me in my room tweeting about James Charles and Tati: https://t.co/PNGpfGh8OU,neutral
millerjmik,I’m literally living for these James Charles Tati memes. I’m in tearsssssssss,neutral
skylergullion,James Charles subs went down 2 million in less then 24 hours. DAMN. Tati was correct... BYE SISTER 😇 he might wanna start working on his Starbucks career now.,negative
mattjoans,james charles is CANCELLED cancelled and im omw to buy a batch of Halo vitamins rn to support miss Tati for defeating his evil dragon-from-shrek lookin ass https://t.co/d4y72j6kYj,negative
bbypoof,I want to know what @JeffreeStar has to say about the James Charles and Tati situation.,neutral
danieImelton,Cant wait to go to the circus tonight!!!!! The headline act is the one and only JAMES CHARLES!!!!! #JamesCharles #Tati,neutral
kailaotr,"tati shut james charles’ carrer down faster than jeff could say, “i’m straight” 🤭 https://t.co/jGaL4VkzQ3",positive
jace_welter,Tati Westbrook sitting back watching the downfall of James Charles career https://t.co/CiDoCIKs3W,neutral
olivialoe,me watching the tati westbrook video even though i know jack shit about james charles or makeup influencers https://t.co/yHEwXonQnw,negative
swayswayapril,"the feud between tati and james charles is interesting. took me hours to observe what’s happened between them. man, i never liked james charles in the first place. i’m not a seer but i can see toxic vibes around him",positive
kirstynraelynn,Tati went off!! &gt;James Charles career https://t.co/gONQIkqkQi,neutral
hoomancinnamon,it is reported that shane dawson is currently taking notes to tati's video in order to make a new docuseries about james charles lol,positive
mahalia114,"Tati Westbrook, Jeffree Star, and Shane Dawson meeting after James Charles career ended 
 https://t.co/NUArsjEWk1",neutral
judefxrbes,"Everyone at Tati’s dinner party: ...

James Charles https://t.co/b9lTE0vSWN",neutral
xXKitCatt,tbh i hate seeing this james charles &amp; tati shit on my feed on yt its fucking annoying 🙄,negative
SyedTeck,I just heard about the controversy between James Charles and Tati. I don't know that why James Charles betrayed Tati however she helped him alot. I am along with Tati side and I guess that everybody is with Tati. I request Jame Charles to please taken down your video. Retweet it,negative
IChicken95,"watch james charles lose more subscribers, while Tati gaining subscriber... https://t.co/B3m0N0FRrZ via @YouTube",positive
OGWokeAF,@KimKardashian James Charles? You don't support Tati at all? 😱,neutral
hippiesimmer,@marymeww I’ve been waiting for the day his career to go to shit. He’s fucked up so many times but it only made him more famous. I’m so happy that tati made that video and showed how much of a monster and money hungry James charles is becoming,positive
iamjusticegage,@StrictlyThiccly it goes way beyond that... promoting the competition was just the tipping point that blew the whole thing up. You should watch Tati’s video. It really shows just how awful James Charles really is.,negative
RichardG0_,James Charles VS Tati Westbrook LIVE SUB COUNT https://t.co/ubbemjzLvV via @YouTube,positive
selowajelah,"omg you guys, i just spent like two hours to watch and do some research about tati and james charles😪",negative
Eman1396,"James Charles
Tati
#AgentsofSHIELD
Constance Wu
#TheAmazingTSB
#LonelyFilms
#jamescharlesisoverparty
#IAmBecoming
Glasnow
Pablo Lopez https://t.co/PBL3xSz5zP",neutral
heckyeahvince,OMG I THOUGHT TATI LIKE TATIANNA. BUT TATI LIKE TATI WESTBROOK. but oof sis James Charles.......c a n c e l l e d t? https://t.co/MqhkIwO7cI,neutral
benarmishaw,In one day James Charles lost a million follower and Tati gained a million followers. Why am I obsessed with a YouTuber feud?,negative
becauseimhunter,"Tati: Destroying james charles career

Me: https://t.co/Vd73pEWudz",negative
girlwithcats98,"No one:

James Charles at Tati's birthday: https://t.co/iA4XNb3yLH",neutral
doris_bain,"@OneOfUsPooped @blackthoughttt @REVERSALYOUTUBE @jamescharles there alot going on ! mostly he has been using his power, money and fame to get staight guy to sleep with him! and lieing to his fans! go on youtube and google james charles tati drama there are video everywhere !",positive
triksianmari,"i know i shoudlve spent my time to better causes but i just watched all the tea between james charles, tati, gage, sugar bear hair, halo, coachella and met. wow",positive
AmRoseay,"Ones from 11am this morning and the other from now 3:01pm..... 15,535,537 to 15,153,122 😢 never cross Tati Westbrook. Sorry James Charles but never bite the hand that feeds you 🙅🏼 https://t.co/AAI0Gn76cj",negative
ruledbygugu,Tati and whole beauty community when she shut down James Charles https://t.co/6mxaWrtk64,positive
itxjessy,Tati needs all the subscribers of James Charles bc he doesn’t deserve it at this point. 🤷‍♀️,neutral
hoodedhawks,"Here it is, the only good take regarding the Tati/James Charles situation https://t.co/jRNExlWR5L",positive
pregamejunkie,tati Westbrook @ James Charles https://t.co/d8tAw7N09H,neutral
ambchlnea,"tati cancelling james charles, but when jeffree was being racist towards jackie, girly had nothing to say. so fuck all of em tbh",negative
EmmaNdlovu1,Everyone’s reaction when Tati exposes James Charles 😂😂 https://t.co/w6ZuZ1OSIw,neutral
b1ockiana,"the amount of people coming out and saying how james charles harrased them in so many different way because of tati's video is making me so happy, the fact that she gave people the strength to speak up about a monster is honestly so empowering",positive
CocaineHeart150,"So james Charles wasn't sincere about his apology to tati and just fake cried for damage control? Am i surprised? Nope and honestly i was expecting this,james doesn't care about anyone else but himself. #jamescharlesiscancelled #fakeassbitch",positive
xelmoemilyx,"*Tati ruins James Charles*
Jefree Star: https://t.co/QTZHyi8dL4",negative
its_not_lupus,Celebs unfollowing James Charles for shitting all over Tati but the racism before that wasn't enough? 🤔,neutral
keIIicopter,tati watching james charles scrape together his apology video https://t.co/AbPrNRjhYo,neutral
amberrosiii99,Hey @JeffreeStar @shanedawson what do you guys think about James Charles' apology video? 🤔🤔 #jamescharles #tati #tatiwestbrook #jamescharlesiscancelled,neutral
1greenwavejyp,"how many followers did james charles lost? oops, tati's bad https://t.co/u2iPSkw2D2",negative
ilyaproblem,"WOC/gay men: james charles is nasty, racist, self-absorbed and manipilative.
Yall: 
Tati: james charles preys on straight men
Yall: NOT ON MY WATCH EUSOXUSNKA",negative
epiphari,james charles’s subscriptions after tati’s video https://t.co/83K3J7zpQh,neutral
InfoProNetwork,"IAM Platform Curated Tweet

James Charles subscriber count falls by 1 million after Tati Westbrook speaks out, polarizing YouTube beauty community - WABC-TV - 

https://t.co/XxRvjGZQBu",neutral
emilia_martina_,"Why is James Charles being hated on like he's Logan Paul, mate he's a 19 year old human that makes mistakes #Tati #JamesCharles",negative
biancapojar13,"#firstpost 🤪 got here because of this James Charles and Tati thing, haha
How’s your day? 😅 https://t.co/WT7eqrzvHU",positive
theanthonyblac,When the realization of what a mom’s power really is🤯🤯 Happy Mother’s Day! Tati Westbrook is showing us now! James Charles @GlamLifeGuru https://t.co/ti4yPj59QE,positive
wilixiae,james charles when tati destroys his entire career in a 45 minute video https://t.co/KiP3dBS4b3,neutral
Vena_le_Medusa,"#JamesCharles 

A couple months ago I didn’t know who Tati or James Charles was until last night ..

This shit is so entertaining.",positive
maleedus,"Me: *hears about Tati for the first time*

Also me after watching her video exposing James Charles and deciding to stan her because she inspires positivity and is the realest: https://t.co/BeHxyIsHHX",positive
morphbrooke,"james charles lost like 1.2M views thank u, tati",neutral
Thomas34168386,"Tati by James Charles is the most disliked video of this year, it is currently the 50th most disliked video of all time",positive
AarnioAlina,Watching James Charles losing subs is the most satisfying thing ever. #JamesCharles #Tati #jamescharlesiscancelled #jamescharlesdrama,positive
CyThatNerd,"Do you think James Charles is over? Has Tati Westbrook in to span of 43 minutes essentially canceled Charles' career? Or can James bounce back from the backlash?

#YouTube #JamesCharles #Tati #TatiWestbrook #JamesCharlesIsOver #JamesCharlesIsCanceled #Beauty",neutral
anaOh97,Tati and the entire internet at James Charles rn: https://t.co/INaXA2X6jr,neutral
MarcusArtpopp,Logan Paul: im the most hated YouTuber.                                            James Charles: Hold my sugar bear hairs #JamesCharles #Tati #Youtube #jamescharlesisoverparty https://t.co/hzyX3hzGUk,negative
kilye22059178,Nobody gave a shit what James Charles was doing until auntie Tati said so bc he was preying on men and the double standard is off the charts! If the roles were reversed everyone would be up in arms about it,negative
whatmegsaid,Tati watching James Charles loose another million subscribers https://t.co/HjtKvXESnP,negative
bbxtiny,This whole James Charles and Tati thing has left me and my 6 mo daughter so shooketh,positive
kylie_mcfadden,"@CassMartino I'm kind of sad I was never subscribed to James Charles, because I would've loved to unsubscribe today. 

Tati's video, though, gave me LIFE.",positive
sssteellaaa,"james charles isn't dumb he KNEW when he named his apology that it would be right at the top of the search results for ""tati"" as if he hadn't exploited her enough already",positive
hollyanne_flamm,All these Tati and James Charles memes have me dying 😂😂😂,neutral
awhiteside31,"Oh so everyone has time to watch 48 minutes of Tati dragging James Charles but hasnt got the time to look at a party manifesto, i see you.",neutral
angelmorenox,All the James Charles stans who bought a ticket for his tour finna start selling em after this Tati situation,neutral
WavyxSage,Aye so Tati was mad at James Charles over some vitamins?,negative
natalielopezz_,Probably the only person who doesn’t know wtf is going on with James Charles and Tati whatever lmao,positive
Camilaarenasp24,I need a video with the whole James Charles Vs Tati tea,positive
KateNouhan,"While everyone is talking about the James - Tati drama I wanna bring this video to attention cause it’s the funniest thing I’ve ever seen: 

 JAMES CHARLES | Sings New Rules | Sydney sisters tour 2018 https://t.co/KEyMSlkxvT via @YouTube",positive
OOOOFDOLAN,James Charles at the table with Tati and her family https://t.co/wP7KapdFMV,neutral
aripipiyazole,"Enjoying this Tati-James Charles drama. I’m team Tati, by the way. 😀",positive
luciauduboker,@PSpence03 watch “i watched tati expose james charles so you don’t have to”,neutral
goodstrawbs,idk how i feel abt the whole james charles and tati thimg yet but the tweets are funny 😋,positive
reneeraab,watched tati’s video about james charles and suddenly i don’t like him and i’m obsessed with her 😳,negative
notyourbae73,tried to watch the vid of that tati lady draggin james charles and i couldn’t. she too nice for me,positive
OwliviaB,"@Kagome_gurl8 @GlamLifeGuru James Charles basically backstabbed the Mom of the Beauty Community, Tati. If you look up the video called ""Bye Sister"", itll explain everything. I'm hurt because I love both of them but James was totally wrong and I cant support that",neutral
nicolenn784,am i gonna watch that 45 minute video Tati made about James Charles... yes i live for the drama,positive
EmiliRatliff_,"James Charles works hard, but Tati works harder ☕️",negative
youtubexxxxxx,The End Of Tati And James Charles' Friendship Has Left Me Sister Shook https://t.co/5g4GZUPAxC,neutral
declanisgay,James Charles fans that bought all his makeup and paying $500 for his tour after watching Tati’s video https://t.co/cv9qHQEVbu,neutral
thedumbthot,james charles loosing subscribers at the same rate as i lose my brain cells #jamescharlesiscancelled #tati #ripjamescharles,neutral
1989sheerans,Tati after James Charles team told her to take down the video https://t.co/3qFlavl7tL,negative
piggy_chopps,Tati ended James Charles and his fakeass #JamesCharlesIsOverParty https://t.co/TkdCVjW5QF,neutral
sinduusar,"Am I the only one who’s clueless about this whole James Charles and tati issue? 5aye denya ramadan, 7ebo ba3ed",positive
astvrisms,me while watching the drama between Tati and James Charles. https://t.co/X12jo8qMMH,neutral
sellamastephany,Y’all really give a fuck about James Charles &amp; Tati? 😂🤣 Hell nah. I could never. Y’all make anything relevant &amp; anyone rich. Make YOU rich. Lmao. Worry about that sis.,positive
Chooolie,"Me:Sorry I have exams, to busy to hang out
Also me: Watches over 2 hours of videos on Tati and James Charles drama 😣",negative
AmmarahSamaria,"@asmwah7 Tati, James Charles' best friend/business partner whatever, has her own hair vitamin company .. and he posted an ad for sugar bear hair, which is her competitor and she was upset about it 
And then somewhere along the way he insulted her in a YouTube video",positive
Sanahh_x0,Damn Tati shit on James Charles. RIP to his career.,negative
nocturneautumn,"@MemesSpill @jamescharles @GlamLifeGuru Sweetheart lol do you know anything about this topic or why Tati is upset? Doesn’t seem like you do, James Charles used her, exploited their friendship and then to put the cherry on top of this ordeal he didn’t did consider her feelings when she needed him to be a friend to her",positive
Jeesseessee,James Charles tweets that didn't age so well... Tati really did some damage https://t.co/RPLxYj925e,positive
khlood9077,Watching James Charles losing and Tati gaining subscribers is prob one of the most satisfying thing ever https://t.co/m0UGc73yhu,positive
galpaltime,"I have so much respect for Tati. She is so kind, well spoken, and intelligent. And James Charles, sir is disrespectful and gross. The big yikes.",positive
kevinnpalm,SugarHairBear watching Tati Westbrook end James Charles’ career after James partnered with them instead of being loyal to her: https://t.co/oA5RrZPLB7,positive
JonathanArchery,"James Charles lost 1,000,000 subs and Tati giant 1,000,000 Newton was correct",neutral
estefan75731063,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/zGEG2klac6,neutral
Journiln,tati came for james charles neck and i’m living for it,neutral
1d9f11cdafb7457,"james charles lost 1 million subs
...
Bitch u'r gonna lose a lot more then that cus no one messes with my mommy tati",positive
THEPizzaQueen_,"The level of disrespect James Charles showed Tati is so incredible... I cannot imagine treating someone who has taken you under their wing,and literally made you the “celebrity” you are today, as badly as he treated her.",positive
solana_g,"James Charles: predator behavior

Tati: right in front of my salad?!?",positive
Rubes1647,Are people really upset over the whole James Charles and Tati thing? Like this is truly idiotic.,negative
nic_cool,When you didn’t know who James Charles and Tati were until their tea spills all over my timeline. 😅 mmmkay yun pala yon. SMH https://t.co/m4BNjocC3w,neutral
GeorgiaDenholm,There’s a live subcount of tati vs James Charles with the weird womp womp womp song James sang in the background and it’s giving me life 🤣,negative
kinglew_97,Tati fucking ended James Charles.,negative
H0eDat,tati after posting the james charles video https://t.co/QqvgBzXmaP,neutral
ale_moonchildrm,"Me to Jugi: I'll give you the tl;dr version
Also me: sends her 6 paragraphs over the whole Tati and James Charles issue",positive
hjkjsjhc,"Clicked on James Charles’ apology video expecting to hear his sweet sweet voice bust a rhyme to the tune Tati by 6ix9ine, I was greatly disappointed",negative
rottenwatermelo,"the entire james charles scandal + the expose by Tati makes me sick to the core. 
it's emotionally exhausting to digest in the fact that James, a nineteen year old, could go to just about any lengths to maintain his image, and the millions of dollars in his bank account,",negative
jose_carlos682,Tati couldn’t release all this tea on James earlier 🤦🏽‍♂️ I just bought a James Charles palette for my sisters bday !!🤦🏽‍♂️,neutral
pleasingstatue,"All of James Charles’ former fans after Tati’s video. 

And I’m here for it. https://t.co/LQoOCx6eHR",neutral
michelleeleony,it's almost 3 a.m and i just made up my mind to make twitter account bcs of Tati and James Charles drama. lol!,positive
sistersansa,Game of thrones tomorrow night better leave me as shook as this James Charles/ Tati Westbrook scandal!,positive
the_john_bot,"@IronNinja2000 Ok. So James Charles is a makeup tutorial channel and this lady who basically made his whole career, tati has this vitamin gummy brand and James pretty much stabs her back and promotes some other brand after tati basically made him famous.",positive
midigeridoo,tati westbrook @ james charles: https://t.co/vJQpDtDwo1,neutral
kywozny,i think i’m losing brain cells trying to watch the tati and james charles videos,neutral
PopWorldLatest,"Former members of the ‘Sister Squad’, Grayson Dolan, Emma Chamberlain &amp; Ethan Dolan have all unfollowed James Charles following Tati’s video. https://t.co/JiXMp4MvZw",neutral
flirtminyu,"*knock* *knock*
God: What?
Jesus: Girl let me tell you about shishter James Charles......🌚 
God: OMG I SAW TATI VIDEO BITCH https://t.co/0ipNSQXG85",neutral
fullyspiced,"tati’s video abt james charles is exactly what i do when i’m stewing abt drama, only i’ll be in the shower talking to myself, pretending i’m on a talk show

this is also why i take long showers",positive
Lil_mere01,"James Charles: I want to apologize to you and James 
Tati Westbrook:
#jamescharles #tatiwestbrook #beautycommunity #jeffreestar #Antonio https://t.co/kQ65AidF74",neutral
